id gender age edr country_id nationality area area_city city_id sample_id ur1new presidential_approval_rating china_attitude america_attitude pe_fina job ing4 fam_fina etid news_read year edu urban_rural state_id state_name city_name code_muni abbrev_state aid_n first_aid if_aid aid_time
21150012828 2 63 1 15 15 1504 1500002021 1505269 151365221 1 5 4 2 1 NA 1 NA 5 5 2021 6 1 1500025 "sao paulo" "sao jose dos campos" NA NA 0 NA 0 NA
21150337484 2 59 0 15 15 1504 1500002021 1504846 151354021 1 5 3 NA 3 NA 1 NA 5 NA 2021 0 1 1500025 "sao paulo" colina NA NA 0 NA 0 NA
21150252190 2 66 1 15 15 1504 1500002021 1503661 151360521 1 3 3 2 2 NA 5 NA 5 1 2021 6 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150126224 1 17 3 15 15 1504 1500002021 1505274 150289421 1 3 3 2 2 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150252791 2 67 2 15 15 1502 1500002021 1500069 151224921 1 4 4 2 3 NA 6 NA 1 1 2021 9 1 1500002 alagoas maceio NA NA 0 NA 0 NA
21150095981 2 35 3 15 15 1501 1500002021 1503316 150450521 1 3 4 2 2 NA 5 NA 1506 1 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150308815 2 33 2 15 15 1505 1500002021 1503060 150753421 1 4 3 3 3 NA 4 NA 1 1 2021 9 1 1500016 parana "ponta grossa" NA NA 0 NA 0 NA
21150424068 1 39 3 15 15 1504 1500002021 1503601 150198521 2 4 2 2 3 NA 6 NA 5 1 2021 12 1 1500019 "rio de janeiro" "barra mansa" NA NA 0 NA 0 NA
21150272714 1 45 3 15 15 1504 1500002021 1505254 150909321 1 1 4 3 2 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" santos 3548500 SP 2 2020 1 1
21150080282 1 56 3 15 15 1501 1500002021 1502437 150633121 2 1 2 2 2 NA 7 NA 3 1 2021 12 1 1500014 para belem NA NA 0 NA 0 NA
21150209243 1 27 3 15 15 1502 1500002021 1500274 151100121 1 1 4 3 1 NA 4 NA 4 1 2021 12 1 1500005 bahia camamu NA NA 0 NA 0 NA
21150357132 1 27 3 15 15 1504 1500002021 1500821 151144921 1 5 3 1 3 NA 1 NA 4 1 2021 12 1 1500008 "espirito santo" cariacica NA NA 0 NA 0 NA
21150182518 2 46 3 15 15 1505 1500002021 1503935 150781021 1 1 2 2 2 NA 7 NA 1 1 2021 12 1 1500021 "rio grande do sul" "capao da canoa" NA NA 0 NA 0 NA
21150057854 1 26 3 15 15 1501 1500002021 1503316 151044621 1 NA 2 2 2 NA 7 NA 5 2 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150057142 2 27 3 15 15 1505 1500002021 1504195 150366321 1 5 1 1 1 NA 5 NA 4 2 2021 12 1 1500021 "rio grande do sul" "rio grande" NA NA 0 NA 0 NA
21150060740 1 22 2 15 15 1502 1500002021 1502658 150309221 1 3 4 2 3 NA 5 NA 5 1 2021 9 1 1500015 paraiba "joao pessoa" NA NA 0 NA 0 NA
21150297636 2 45 3 15 15 1505 1500002021 1504483 151306521 1 1 4 2 2 NA 6 NA 1 1 2021 12 1 1500024 "santa catarina" chapeco NA NA 0 NA 0 NA
21150318993 2 39 1 15 15 1504 1500002021 1501631 151362421 1 1 4 3 2 NA 5 NA 1 1 2021 6 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150404531 1 54 3 15 15 1504 1500002021 1503668 150507721 1 3 4 3 3 NA 7 NA 5 1 2021 12 1 1500019 "rio de janeiro" "sao joao de meriti" 3305109 RJ 1 2020 1 1
21150423046 2 33 3 15 15 1501 1500002021 1500723 150254021 1 1 4 4 2 NA 5 NA 5 1 2021 12 1 1500006 ceara maracanau NA NA 0 NA 0 NA
21150050850 2 32 3 15 15 1503 1500002021 1500977 150620621 1 5 2 2 2 NA 1 NA 1 1 2021 12 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150181392 1 42 3 15 15 1504 1500002021 1505274 150543521 1 3 3 NA 1 NA 7 NA 5 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150345116 2 46 3 15 15 1503 1500002021 1500944 150079821 1 5 2 1 3 NA 6 NA 1506 1 2021 12 1 1500009 goias ceres 5205406 GO 2 2020 1 1
21150282621 2 30 2 15 15 1505 1500002021 1504628 150658121 1 4 3 4 3 NA 2 NA 5 3 2021 9 1 1500024 "santa catarina" "rancho queimado" NA NA 0 NA 0 NA
21150049802 1 42 3 15 15 1503 1500002021 1500804 151330321 1 1 4 2 2 NA 6 NA 1 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150110047 1 33 2 15 15 1502 1500002021 1503585 150663521 1 5 4 NA 1 NA 7 NA 1 1 2021 9 1 1500018 piaui teresina NA NA 0 NA 0 NA
21150007786 1 70 3 15 15 1505 1500002021 1504250 150682621 NA 1 4 2 3 NA 3 NA 1 1 2021 12 NA 1500021 "rio grande do sul" "sao leopoldo" NA NA 0 NA 0 NA
21150450664 2 29 3 15 15 1501 1500002021 1502499 151281621 1 5 3 2 2 NA 7 NA 1 2 2021 12 1 1500014 para obidos NA NA 0 NA 0 NA
21150108435 1 30 3 15 15 1504 1500002021 1504833 151055121 1 2 3 3 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" carapicuiba NA NA 0 NA 0 NA
21150259127 1 38 1 15 15 1501 1500002021 1500629 150551321 2 5 1 1 3 NA 7 NA 5 1 2021 6 1 1500006 ceara "antonina do norte" NA NA 0 NA 0 NA
21150358345 2 31 3 15 15 1501 1500002021 1504371 151228021 1 5 4 4 2 NA 6 NA 1 1 2021 12 1 1500022 rondonia vilhena NA NA 0 NA 0 NA
21150431661 1 44 3 15 15 1501 1500002021 1500678 150390621 1 1 3 2 2 NA 7 NA 5 1 2021 12 1 1500006 ceara fortaleza NA NA 0 NA 0 NA
21150018021 1 48 2 15 15 1504 1500002021 1504856 150958121 1 3 4 2 3 NA 3 NA 5 1 2021 9 1 1500025 "sao paulo" cotia 3513009 SP 4 2018 1 3
21150387655 2 26 3 15 15 1501 1500002021 1502426 151118821 2 5 4 3 3 NA 6 NA 1 1 2021 12 1 1500014 para altamira NA NA 0 NA 0 NA
21150151151 2 53 3 15 15 1501 1500002021 1500696 150474921 2 5 2 1 2 NA 6 NA 1 1 2021 12 1 1500006 ceara iguatu NA NA 0 NA 0 NA
21150346460 1 49 3 15 15 1505 1500002021 1504042 151061621 1 1 2 1 1 NA 6 NA 1 1 2021 12 1 1500021 "rio grande do sul" "guarani das missoes" NA NA 0 NA 0 NA
21150095961 1 22 1 15 15 1505 1500002021 1502976 150255121 1 5 4 1 3 NA 4 NA 1 1 2021 6 1 1500016 parana londrina NA NA 0 NA 0 NA
21150223648 1 27 2 15 15 1504 1500002021 1503610 150285921 1 2 4 NA 3 NA 6 NA 4 2 2021 9 1 1500019 "rio de janeiro" "campos dos goytacazes" NA NA 0 NA 0 NA
21150401420 1 20 3 15 15 1501 1500002021 1503272 150304321 1 5 2 1 3 NA 7 NA 5 1 2021 12 1 1500017 pernambuco "jaboatao dos guararapes" 2607901 PE 1 2020 1 1
21150380635 2 22 3 15 15 1502 1500002021 1505489 150197521 1 5 2 2 3 NA 7 NA 1 1 2021 12 1 1500027 tocantins gurupi NA NA 0 NA 0 NA
21150076260 1 63 1 15 15 1502 1500002021 1501271 150574121 2 3 2 1 2 NA 3 NA 5 1 2021 6 1 1500010 maranhao pindare-mirim NA NA 0 NA 0 NA
21150408659 1 50 1 15 15 1504 1500002021 1504785 151364721 1 2 4 2 NA NA 6 NA 5 5 2021 6 1 1500025 "sao paulo" birigui NA NA 0 NA 0 NA
21150290939 1 16 2 15 15 1501 1500002021 1500178 150972721 2 5 2 4 1 NA 5 NA 1 2 2021 9 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150307995 1 51 1 15 15 1505 1500002021 1504446 150330921 3 5 4 1 2 NA 7 NA 1 1 2021 6 2 1500024 "santa catarina" bandeirante NA NA 0 NA 0 NA
21150252964 2 71 2 15 15 1503 1500002021 1500977 150622521 2 2 3 1 3 NA 7 NA 1 2 2021 9 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150050390 2 53 1 15 15 1504 1500002021 1501619 151420121 2 5 4 NA 3 NA 1 NA 4 1 2021 6 1 1500013 "minas gerais" baependi NA NA 0 NA 0 NA
21150042896 1 45 2 15 15 1505 1500002021 1504630 150695921 1 5 2 3 3 NA 7 NA 1 1 2021 9 1 1500024 "santa catarina" "rio do campo" NA NA 0 NA 0 NA
21150443744 1 29 3 15 15 1504 1500002021 1505176 151411521 1 1 4 3 2 NA 4 NA 1 1 2021 12 1 1500025 "sao paulo" "presidente prudente" NA NA 0 NA 0 NA
21150349821 2 24 2 15 15 1501 1500002021 1500133 151240621 4 5 3 2 3 NA 5 NA 5 1 2021 9 2 1500003 amapa macapa NA NA 0 NA 0 NA
21150257634 2 35 3 15 15 1502 1500002021 1505469 151273221 3 2 4 4 1 NA 7 NA 1506 1 2021 12 2 1500027 tocantins "colinas do tocantins" NA NA 0 NA 0 NA
21150011226 1 55 3 15 15 1505 1500002021 1503932 150395421 1 1 4 2 3 NA 7 NA 1 1 2021 12 1 1500021 "rio grande do sul" canoas NA NA 0 NA 0 NA
21150216020 1 19 2 15 15 1501 1500002021 1500646 151122121 4 5 3 3 2 NA 7 NA 5 2 2021 9 2 1500006 ceara baturite NA NA 0 NA 0 NA
21150056077 1 64 2 15 15 1504 1500002021 1505278 150207621 1 2 2 2 2 NA 7 NA 5 1 2021 9 1 1500025 "sao paulo" "sao sebastiao" NA NA 0 NA 0 NA
21150120289 2 41 3 15 15 1502 1500002021 1500538 150546121 1 4 4 2 3 NA 7 NA 5 1 2021 12 1 1500005 bahia salvador NA NA 0 NA 0 NA
21150212368 2 17 2 15 15 1504 1500002021 1505274 151024521 1 5 1 2 1 NA 7 NA 5 3 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150343984 1 49 2 15 15 1501 1500002021 1500660 150211121 1 1 4 3 3 NA 7 NA 1 2 2021 9 1 1500006 ceara cascavel NA NA 0 NA 0 NA
21150446873 2 37 1 15 15 1504 1500002021 1500881 150470321 1 3 3 2 3 NA 7 NA 5 2 2021 6 1 1500008 "espirito santo" "vila velha" NA NA 0 NA 0 NA
21150437524 1 40 3 15 15 1504 1500002021 1505274 151262821 1 1 4 2 2 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150281082 1 22 1 15 15 1503 1500002021 1500977 150654921 1 4 4 3 3 NA 1 NA 5 2 2021 6 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150272646 2 18 2 15 15 1501 1500002021 1500786 150318721 3 4 3 2 2 NA 3 NA 5 2 2021 9 2 1500006 ceara sobral NA NA 0 NA 0 NA
21150449373 1 20 3 15 15 1504 1500002021 1504777 151167921 1 3 3 2 3 NA 5 NA 5 2 2021 12 1 1500025 "sao paulo" bastos NA NA 0 NA 0 NA
21150412369 1 45 3 15 15 1504 1500002021 1501643 151427621 1 1 4 2 1 NA 2 NA 5 1 2021 12 1 1500013 "minas gerais" bocaiuva NA NA 0 NA 0 NA
21150099823 2 67 1 15 15 1504 1500002021 1504755 151072721 1 4 1 2 3 NA 3 NA 5 2 2021 6 1 1500025 "sao paulo" "artur nogueira" NA NA 0 NA 0 NA
21150205176 2 35 3 15 15 1503 1500002021 1501492 150169721 2 2 3 1 3 NA 6 NA 1 1 2021 12 1 1500012 "mato grosso do sul" angelica NA NA 0 NA 0 NA
21150096862 1 63 1 15 15 1505 1500002021 1504009 150964021 2 5 2 2 3 NA 5 NA 5 1 2021 6 1 1500021 "rio grande do sul" "estancia velha" NA NA 0 NA 0 NA
21150005161 1 40 3 15 15 1504 1500002021 1505274 150438321 1 5 4 3 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150062906 1 17 2 15 15 1503 1500002021 1500804 150441621 1 3 3 2 2 NA 5 NA 5 1 2021 9 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150286766 1 41 2 15 15 1503 1500002021 1501364 151236721 2 1 3 3 1 NA 7 NA 1 1 2021 9 1 1500011 "mato grosso" brasnorte NA NA 0 NA 0 NA
21150289395 2 22 3 15 15 1504 1500002021 1505274 150282721 4 5 4 2 3 NA 7 NA 5 1 2021 12 2 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150192876 1 33 2 15 15 1501 1500002021 1502426 151226721 3 4 4 4 3 NA 2 NA 5 1 2021 9 2 1500014 para altamira NA NA 0 NA 0 NA
21150280841 2 38 3 15 15 1501 1500002021 1502442 150316921 1 5 1 1 3 NA 5 NA 4 1 2021 12 1 1500014 para braganca NA NA 0 NA 0 NA
21150365143 1 18 1 15 15 1504 1500002021 1504897 150405021 1 NA 2 1 3 NA 3 NA 4 1 2021 6 1 1500025 "sao paulo" franca NA NA 0 NA 0 NA
21150200342 1 42 2 15 15 1501 1500002021 1502437 151337421 1 2 3 1 1 NA 7 NA 5 1 2021 9 1 1500014 para belem NA NA 0 NA 0 NA
21150423261 2 35 2 15 15 1504 1500002021 1505031 150266921 1 2 4 2 1 NA 4 NA 1506 2 2021 9 1 1500025 "sao paulo" mairinque NA NA 0 NA 0 NA
21150128331 2 48 3 15 15 1504 1500002021 1503661 151178721 1 5 2 2 3 NA 7 NA 5 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150340821 2 39 3 15 15 1504 1500002021 1505274 151169921 1 5 3 4 3 NA 5 NA 5 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150006118 2 22 2 15 15 1501 1500002021 1502501 150639021 1 4 2 NA 3 NA 7 NA 5 1 2021 9 1 1500014 para oriximina NA NA 0 NA 0 NA
21150434388 1 46 2 15 15 1504 1500002021 1505274 151145821 2 5 4 1 3 NA 6 NA 4 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150279785 1 17 2 15 15 1501 1500002021 1500178 150410721 1 4 2 3 1 NA 5 NA 5 3 2021 9 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150114673 1 39 2 15 15 1504 1500002021 1501631 150880721 1 1 3 3 1 NA 7 NA 5 1 2021 9 1 1500013 "minas gerais" "belo horizonte" 3106200 MG 1 2013 1 8
21150360208 1 55 1 15 15 1505 1500002021 1504038 151226921 1 5 4 1 3 NA 1 NA 1 1 2021 6 1 1500021 "rio grande do sul" gravatai NA NA 0 NA 0 NA
21150235437 1 56 2 15 15 1504 1500002021 1504945 151407221 1 5 3 1 3 NA 4 NA 5 1 2021 9 1 1500025 "sao paulo" "ilha comprida" NA NA 0 NA 0 NA
21150212654 1 27 3 15 15 1504 1500002021 1503594 151228121 2 NA 3 2 2 NA 7 NA 4 1 2021 12 1 1500019 "rio de janeiro" "angra dos reis" NA NA 0 NA 0 NA
21150240874 2 26 2 15 15 1505 1500002021 1504553 151140221 1 3 4 4 2 NA 7 NA 5 1 2021 9 1 1500024 "santa catarina" joinville NA NA 0 NA 0 NA
21150167597 1 44 3 15 15 1504 1500002021 1504743 151030321 1 5 4 3 3 NA 4 NA 1 1 2021 12 1 1500025 "sao paulo" aracatuba NA NA 0 NA 0 NA
21150452300 1 17 2 15 15 1504 1500002021 1505274 151154421 1 3 2 3 3 NA 5 NA 1 2 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150256831 2 44 3 15 15 1504 1500002021 1505005 151413621 1 5 3 2 2 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" jundiai NA NA 0 NA 0 NA
21150420972 1 39 1 15 15 1504 1500002021 1505296 151387821 1 2 4 4 3 NA 7 NA 5 2 2021 6 1 1500025 "sao paulo" suzano NA NA 0 NA 0 NA
21150378353 1 23 3 15 15 1504 1500002021 1504892 151149621 1 3 4 2 1 NA 6 NA 1 2 2021 12 1 1500025 "sao paulo" "ferraz de vasconcelos" 3515707 SP 4 2018 1 3
21150330941 1 33 1 15 15 1502 1500002021 1500069 151211921 2 1 4 2 3 NA 7 NA 1 2 2021 6 1 1500002 alagoas maceio NA NA 0 NA 0 NA
21150086162 1 38 2 15 15 1501 1500002021 1500178 150983221 1 3 4 4 3 NA 4 NA 5 1 2021 9 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150198809 1 31 3 15 15 1502 1500002021 1505359 151224521 1 5 1 1 3 NA 7 NA 4 1 2021 12 1 1500026 sergipe aracaju NA NA 0 NA 0 NA
21150038226 1 38 3 15 15 1504 1500002021 1505274 151402121 1 5 2 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150376315 1 58 2 15 15 1504 1500002021 1504776 151407521 2 5 2 2 3 NA 4 NA 1 1 2021 9 1 1500025 "sao paulo" barueri NA NA 0 NA 0 NA
21150312965 1 18 3 15 15 1505 1500002021 1502879 150086221 1 3 2 2 3 NA 4 NA 5 2 2021 12 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150378210 2 18 2 15 15 1501 1500002021 1504366 150087121 1 5 4 2 3 NA 6 NA 5 1 2021 9 1 1500022 rondonia "porto velho" NA NA 0 NA 0 NA
21150384307 1 26 2 15 15 1501 1500002021 1500178 150934421 2 5 4 2 3 NA 5 NA 5 2 2021 9 1 1500004 amazonas manaus NA NA 0 NA 0 NA
21150066677 1 70 2 15 15 1505 1500002021 1502955 150010321 1 4 2 2 3 NA 5 NA 5 1 2021 9 1 1500016 parana "jandaia do sul" NA NA 0 NA 0 NA
21150448891 1 40 2 15 15 1501 1500002021 1502437 150117921 1 5 3 2 3 NA 5 NA 5 1 2021 9 1 1500014 para belem NA NA 0 NA 0 NA
21150375582 1 23 2 15 15 1501 1500002021 1502428 150014421 2 2 3 3 1 NA 4 NA 5 1 2021 9 1 1500014 para ananindeua NA NA 0 NA 0 NA
21150351503 1 24 3 15 15 1501 1500002021 1500009 150426921 1 4 2 2 2 NA 7 NA 5 2 2021 12 1 1500001 acre jordao NA NA 0 NA 0 NA
21150326521 2 24 3 15 15 1504 1500002021 1505316 150007421 2 3 4 2 3 NA 7 NA 1 1 2021 12 1 1500025 "sao paulo" taubate NA NA 0 NA 0 NA
21150336206 2 36 1 15 15 1502 1500002021 1500538 150929421 2 5 3 NA 3 NA 1 NA 5 1 2021 6 1 1500005 bahia salvador NA NA 0 NA 0 NA
21150259458 1 56 1 15 15 1505 1500002021 1503853 150151721 4 1 4 3 1 NA 7 NA 1 1 2021 6 2 1500021 "rio grande do sul" acegua NA NA 0 NA 0 NA
21150286440 1 66 1 15 15 1501 1500002021 1500189 150122121 4 5 2 2 3 NA 7 NA 1 1 2021 6 2 1500004 amazonas "rio preto da eva" NA NA 0 NA 0 NA
21150193636 2 52 1 15 15 1505 1500002021 1504468 150763821 1 2 2 NA 3 NA 5 NA 1 1 2021 6 1 1500024 "santa catarina" camboriu NA NA 0 NA 0 NA
21150001582 1 36 3 15 15 1505 1500002021 1502855 150258821 4 2 4 3 2 NA 4 NA 1 1 2021 12 2 1500016 parana castro NA NA 0 NA 0 NA
21150147968 1 78 3 15 15 1505 1500002021 1504658 150815921 2 1 3 2 2 NA 7 NA 1 1 2021 12 1 1500024 "santa catarina" "sao francisco do sul" NA NA 0 NA 0 NA
21150213345 1 47 2 15 15 1504 1500002021 1501870 150245521 3 2 4 1 1 NA 5 NA 1 3 2021 9 2 1500013 "minas gerais" frutal NA NA 0 NA 0 NA
21150040008 1 45 3 15 15 1504 1500002021 1505099 150423821 2 2 4 2 3 NA 7 NA 5 1 2021 12 1 1500025 "sao paulo" osasco 3534401 SP 4 2018 1 3
21150289556 1 34 2 15 15 1501 1500002021 1500786 150774021 1 2 4 2 1 NA 7 NA 4 1 2021 9 1 1500006 ceara sobral NA NA 0 NA 0 NA
21150373420 1 39 3 15 15 1505 1500002021 1503930 150812921 2 1 3 2 1 NA 6 NA 1 2 2021 12 1 1500021 "rio grande do sul" canela NA NA 0 NA 0 NA
21150356265 1 66 2 15 15 1504 1500002021 1504924 150938621 1 1 4 3 1 NA 7 NA 1 1 2021 9 1 1500025 "sao paulo" guarulhos 3518800 SP 4 2018 1 3
21150223607 1 32 3 15 15 1504 1500002021 1501961 150227221 3 1 4 4 2 NA 7 NA 1506 1 2021 12 2 1500013 "minas gerais" jaiba NA NA 0 NA 0 NA
21150133600 1 24 2 15 15 1504 1500002021 1503661 150222321 1 1 4 2 2 NA 7 NA 1 2 2021 9 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
21150406567 1 69 3 15 15 1503 1500002021 1500804 150566521 1 5 2 1 3 NA 7 NA 1 1 2021 12 1 1500007 "distrito federal" brasilia 5300108 DF 6 2011 1 10
21150244599 2 27 2 15 15 1501 1500002021 1502428 150215321 2 5 3 2 3 NA 4 NA 5 1 2021 9 1 1500014 para ananindeua NA NA 0 NA 0 NA
21150412535 1 62 1 15 15 1502 1500002021 1503520 150009121 3 5 3 3 3 NA 6 NA 4 1 2021 6 2 1500018 piaui parnaiba NA NA 0 NA 0 NA
21150225840 2 41 3 15 15 1504 1500002021 1505274 150248321 1 4 2 NA 2 NA 6 NA 1 2 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150427338 1 33 3 15 15 1504 1500002021 1505274 150941021 1 5 2 2 2 NA 6 NA 1 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150268674 1 54 3 15 15 1504 1500002021 1505268 150528721 1 1 4 4 1 NA 6 NA 1506 1 2021 12 1 1500025 "sao paulo" "sao jose do rio preto" NA NA 0 NA 0 NA
21150433708 1 36 3 15 15 1502 1500002021 1503774 150806621 1 4 3 2 3 NA 6 NA 1 1 2021 12 1 1500020 "rio grande do norte" natal 2408102 RN 2 2018 1 3
21150402860 3 39 2 15 15 1504 1500002021 1502355 150444821 1 5 4 3 3 NA 5 NA 1 1 2021 9 1 1500013 "minas gerais" "sete lagoas" NA NA 0 NA 0 NA
21150349443 1 74 3 15 15 1504 1500002021 1502389 150243621 1 3 2 2 2 NA 6 NA 1 1 2021 12 1 1500013 "minas gerais" uberlandia NA NA 0 NA 0 NA
21150430847 1 53 2 15 15 1501 1500002021 1503316 150579121 1 5 2 1 3 NA 3 NA 5 1 2021 9 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150304213 2 38 3 15 15 1505 1500002021 1503004 150596721 1 1 4 2 1 NA 7 NA 1 2 2021 12 1 1500016 parana medianeira NA NA 0 NA 0 NA
21150118279 1 54 2 15 15 1503 1500002021 1500977 150421821 1 1 2 4 2 NA 7 NA 1 1 2021 9 1 1500009 goias goiania 5208707 GO 2 2020 1 1
21150058495 2 20 2 15 15 1504 1500002021 1505015 151453321 1 2 2 2 3 NA 5 NA 5 1 2021 9 1 1500025 "sao paulo" limeira NA NA 0 NA 0 NA
21150350886 1 39 3 15 15 1504 1500002021 1503641 150530921 1 3 4 1 3 NA 7 NA 5 2 2021 12 1 1500019 "rio de janeiro" niteroi NA NA 0 NA 0 NA
21150260417 1 30 3 15 15 1504 1500002021 1502205 150117321 1 3 3 2 2 NA 7 NA 1 1 2021 12 1 1500013 "minas gerais" "rio casca" NA NA 0 NA 0 NA
21150291934 1 48 2 15 15 1505 1500002021 1502936 150857521 1 4 4 3 3 NA 7 NA 5 1 2021 9 1 1500016 parana ipora NA NA 0 NA 0 NA
21150359145 2 18 2 15 15 1504 1500002021 1502202 150004321 1 5 3 2 1 NA 6 NA 4 1 2021 9 1 1500013 "minas gerais" "ribeirao das neves" NA NA 0 NA 0 NA
21150371807 1 46 1 15 15 1504 1500002021 1505293 150024721 1 5 2 2 3 NA 7 NA 4 1 2021 6 1 1500025 "sao paulo" sorocaba NA NA 0 NA 0 NA
21150076802 1 16 2 15 15 1504 1500002021 1505199 150477921 3 5 1 1 3 NA 6 NA 5 2 2021 9 2 1500025 "sao paulo" "ribeirao preto" NA NA 0 NA 0 NA
21150182534 1 40 3 15 15 1504 1500002021 1505274 151088121 1 3 3 2 3 NA 4 NA 5 1 2021 12 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150160227 2 24 3 15 15 1504 1500002021 1505246 151193921 1 5 3 1 2 NA 7 NA 1 2 2021 12 1 1500025 "sao paulo" "santo andre" 3547809 SP 5 2018 1 3
21150388666 2 34 2 15 15 1502 1500002021 1500069 150073521 1 5 2 1 2 NA 7 NA 4 1 2021 9 1 1500002 alagoas maceio NA NA 0 NA 0 NA
21150315231 2 35 3 15 15 1501 1500002021 1503316 150019621 1 5 2 2 2 NA 3 NA 5 1 2021 12 1 1500017 pernambuco recife 2611606 PE 2 2013 1 8
21150000366 1 25 3 15 15 1502 1500002021 1503774 150251821 1 3 3 NA 1 NA 4 NA 1 2 2021 12 1 1500020 "rio grande do norte" natal 2408102 RN 2 2018 1 3
21150176756 1 31 2 15 15 1502 1500002021 1500105 150424321 1 1 3 3 2 NA 7 NA 5 1 2021 9 1 1500002 alagoas "rio largo" NA NA 0 NA 0 NA
21150005700 2 23 3 15 15 1502 1500002021 1500333 150489321 2 5 1 1 3 NA 7 NA 4 1 2021 12 1 1500005 bahia "feira de santana" NA NA 0 NA 0 NA
21150230177 1 21 3 15 15 1502 1500002021 1500333 150300721 1 4 2 2 3 NA 4 NA 5 1 2021 12 1 1500005 bahia "feira de santana" NA NA 0 NA 0 NA
21150255451 1 44 1 15 15 1504 1500002021 1501922 150334421 3 2 3 2 3 NA 7 NA 1 1 2021 6 2 1500013 "minas gerais" ipatinga NA NA 0 NA 0 NA
21150156112 2 30 3 15 15 1501 1500002021 1500678 150034121 1 5 4 1 3 NA 7 NA 5 1 2021 12 1 1500006 ceara fortaleza NA NA 0 NA 0 NA
21150227849 2 20 2 15 15 1502 1500002021 1500555 150422021 1 5 2 2 2 NA 5 NA 5 3 2021 9 1 1500005 bahia "sao domingos" NA NA 0 NA 0 NA
21150089445 1 37 2 15 15 1505 1500002021 1502879 150015921 1 4 1 1 3 NA 6 NA 5 1 2021 9 1 1500016 parana curitiba NA NA 0 NA 0 NA
21150355101 2 42 2 15 15 1504 1500002021 1505274 150391621 2 5 4 2 2 NA 7 NA 5 1 2021 9 1 1500025 "sao paulo" "sao paulo" 3550308 SP 5 2012 1 9
21150140270 1 30 3 15 15 1503 1500002021 1501383 151202421 2 4 2 2 2 NA 7 NA 4 1 2021 12 1 1500011 "mato grosso" cuiaba NA NA 0 NA 0 NA
21150388325 2 37 2 15 15 1501 1500002021 1500678 150197421 1 5 3 4 3 NA 1 NA 1506 2 2021 9 1 1500006 ceara fortaleza NA NA 0 NA 0 NA
21150267624 1 64 3 15 15 1504 1500002021 1501952 150230521 1 5 2 3 2 NA 7 NA 1 1 2021 12 1 1500013 "minas gerais" ituiutaba 3134202 MG 2 2020 1 1
21150034976 1 48 3 15 15 1505 1500002021 1502994 150178121 1 2 3 2 1 NA 7 NA 1 1 2021 12 1 1500016 parana maringa NA NA 0 NA 0 NA
21150328536 1 20 3 15 15 1505 1500002021 1503873 150802321 3 3 3 3 2 NA 7 NA 1 1 2021 12 2 1500021 "rio grande do sul" "arroio do meio" NA NA 0 NA 0 NA
21150180040 2 50 3 15 15 1504 1500002021 1503661 150050721 1 2 2 1 2 NA 7 NA 5 1 2021 12 1 1500019 "rio de janeiro" "rio de janeiro" 3304557 RJ 3 2011 1 10
